Target Name	Target Accession	Target Length	Query Name	Query Accession	Query Length	E-value	Score	Bias	Domain Index	Domain Count	Cond. E-value	Domain Ind. E-value	Domain Bit-score	Domain Bias	Query Ali. Start	Query Ali. End	Target Ali. Start	Target Ali. End	Target Env. Start	Target Env. End	Acc	Description	Mapped PDB(s)	Number of Identical Sequences
DAPE_ACTPJ	DAPE_ACTPJ	377	Peptidase_M20	-	207	1.2e-40	144.4	0.1	1	1	2.6e-43	1.4e-40	144.145538330078	0.14	1	206	63	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_YERE8	DAPE_YERE8	375	Peptidase_M20	-	207	1.2e-40	144.3	0.2	1	1	2.9e-43	1.5e-40	144.008239746094	0.25	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_POLNS	DAPE_POLNS	383	Peptidase_M20	-	207	1.5e-40	144.1	0.0	1	1	3.5e-43	1.8e-40	143.743087768555	0.02	1	206	70	379	70	380	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_METEP	DAPE_METEP	385	Peptidase_M20	-	207	1.5e-40	144.0	0.1	1	1	5.6e-43	2.9e-40	143.079940795898	0.09	2	206	70	382	69	383	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB8	DAPE_SHEB8	380	Peptidase_M20	-	207	1.6e-40	143.9	0.0	1	1	3.8e-43	2.0e-40	143.619873046875	0.03	1	206	67	376	67	377	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_POLSJ	DAPE_POLSJ	425	Peptidase_M20	-	207	1.7e-40	143.8	0.0	1	1	4.5e-43	2.3e-40	143.395950317383	0.05	2	206	93	401	92	402	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB9	DAPE_SHEB9	379	Peptidase_M20	-	207	2.2e-40	143.5	0.0	1	1	5.4e-43	2.8e-40	143.137405395508	0.03	1	206	66	375	66	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_VARPS	DAPE_VARPS	391	Peptidase_M20	-	207	2.7e-40	143.2	0.2	1	1	8.0e-43	4.1e-40	142.578277587891	0.21	2	206	71	383	70	384	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRASO	DAPE_BRASO	384	Peptidase_M20	-	207	2.9e-40	143.1	0.0	1	1	1.8e-42	9.3e-40	141.432922363281	0.01	2	206	68	380	67	381	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_PARDP	DAPE_PARDP	382	Peptidase_M20	-	207	3.1e-40	143.0	0.2	1	1	7.4e-43	3.8e-40	142.686599731445	0.24	2	206	67	378	66	379	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOPS	DAPE_RHOPS	388	Peptidase_M20	-	207	3.2e-40	142.9	0.1	1	1	9.4e-43	4.9e-40	142.34114074707	0.08	1	206	70	383	70	384	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRASB	DAPE_BRASB	384	Peptidase_M20	-	207	3.4e-40	142.9	0.0	1	1	1.6e-42	8.1e-40	141.630233764648	0.01	2	206	68	380	67	381	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_METRJ	DAPE_METRJ	392	Peptidase_M20	-	207	3.6e-40	142.8	0.1	1	1	1.1e-42	5.5e-40	142.167205810547	0.07	2	206	75	386	74	387	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_BRADU	DAPE_BRADU	388	Peptidase_M20	-	207	3.9e-40	142.7	0.1	1	1	1.5e-42	7.7e-40	141.700500488281	0.05	2	206	68	384	67	385	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEB5	DAPE_SHEB5	379	Peptidase_M20	-	207	3.9e-40	142.7	0.0	1	1	9.4e-43	4.9e-40	142.341491699219	0.03	1	206	66	375	66	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_SODGM	DAPE_SODGM	375	Peptidase_M20	-	207	3.9e-40	142.7	0.0	1	1	9.8e-43	5.1e-40	142.282562255859	0.05	1	206	62	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEPA	DAPE_SHEPA	381	Peptidase_M20	-	207	4.2e-40	142.6	0.0	1	1	9.9e-43	5.1e-40	142.269439697266	0.05	1	207	67	377	67	377	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANC5	DAPE_XANC5	376	Peptidase_M20	-	207	4.5e-40	142.5	0.0	1	1	1.1e-42	5.5e-40	142.168548583984	0.04	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIF5	DAPE_ACIF5	382	Peptidase_M20	-	207	5.2e-40	142.3	0.1	1	1	1.3e-42	6.5e-40	141.934173583984	0.10	1	205	64	372	64	374	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_ACIF2	DAPE_ACIF2	382	Peptidase_M20	-	207	5.2e-40	142.3	0.1	1	1	1.3e-42	6.5e-40	141.934173583984	0.10	1	205	64	372	64	374	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_AZOC5	DAPE_AZOC5	376	Peptidase_M20	-	207	5.3e-40	142.2	0.3	1	1	1.8e-42	9.3e-40	141.424758911133	0.07	1	206	62	368	62	369	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_OLICO	DAPE_OLICO	384	Peptidase_M20	-	207	5.5e-40	142.2	0.1	1	1	2.4e-42	1.2e-39	141.04345703125	0.04	2	206	68	380	67	381	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEPC	DAPE_SHEPC	379	Peptidase_M20	-	207	5.5e-40	142.2	0.0	1	1	1.3e-42	6.9e-40	141.852737426758	0.05	1	206	66	375	66	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEAB	DAPE_PSEAB	383	Peptidase_M20	-	207	5.8e-40	142.1	0.1	1	1	1.4e-42	7.1e-40	141.81787109375	0.12	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOPA	DAPE_RHOPA	387	Peptidase_M20	-	207	6.8e-40	141.9	0.2	1	1	2.8e-42	1.5e-39	140.79328918457	0.21	1	206	70	383	70	384	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RUTMC	DAPE_RUTMC	376	Peptidase_M20	-	207	7.0e-40	141.8	0.0	1	1	1.6e-42	8.2e-40	141.602844238281	0.01	2	207	63	373	62	373	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_HAEDU	DAPE_HAEDU	376	Peptidase_M20	-	207	7.7e-40	141.7	0.0	1	1	1.8e-42	9.3e-40	141.428039550781	0.02	2	206	64	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANCP	DAPE_XANCP	376	Peptidase_M20	-	207	8.0e-40	141.7	0.1	1	1	1.8e-42	9.6e-40	141.391021728516	0.08	2	206	64	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANC8	DAPE_XANC8	376	Peptidase_M20	-	207	8.0e-40	141.7	0.1	1	1	1.8e-42	9.6e-40	141.391021728516	0.08	2	206	64	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_METCA	DAPE_METCA	377	Peptidase_M20	-	207	9.7e-40	141.4	0.0	1	1	2.2e-42	1.1e-39	141.146881103516	0.02	2	205	63	370	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANAC	DAPE_XANAC	376	Peptidase_M20	-	207	1.0e-39	141.3	0.0	1	1	2.4e-42	1.2e-39	141.037612915039	0.04	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_PROMH	DAPE_PROMH	376	Peptidase_M20	-	207	1.0e-39	141.3	0.0	1	1	2.4e-42	1.2e-39	141.029907226562	0.03	1	206	63	372	63	373	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANCB	DAPE_XANCB	376	Peptidase_M20	-	207	1.1e-39	141.2	0.1	1	1	2.6e-42	1.3e-39	140.92497253418	0.08	2	206	64	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_SHEAM	DAPE_SHEAM	382	Peptidase_M20	-	207	1.2e-39	141.1	0.1	1	1	3.5e-42	1.8e-39	140.48796081543	0.12	1	206	68	377	68	378	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_WOLPP	DAPE_WOLPP	398	Peptidase_M20	-	207	1.2e-39	141.1	0.0	1	1	2.9e-42	1.5e-39	140.747131347656	0.00	1	207	64	373	64	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEAE	DAPE_PSEAE	383	Peptidase_M20	-	207	1.2e-39	141.0	0.1	1	1	2.9e-42	1.5e-39	140.755172729492	0.14	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEA8	DAPE_PSEA8	383	Peptidase_M20	-	207	1.2e-39	141.0	0.1	1	1	2.9e-42	1.5e-39	140.755172729492	0.14	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_POLNA	DAPE_POLNA	406	Peptidase_M20	-	207	1.3e-39	140.9	0.0	1	1	3.3e-42	1.7e-39	140.569610595703	0.02	2	206	92	400	91	401	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_MAGMM	DAPE_MAGMM	380	Peptidase_M20	-	207	1.4e-39	140.9	0.1	1	1	3.6e-42	1.9e-39	140.447174072266	0.07	2	206	63	373	62	374	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_SULNB	DAPE_SULNB	367	Peptidase_M20	-	207	1.4e-39	140.8	0.3	1	1	3.4e-42	1.7e-39	140.5419921875	0.25	1	206	60	362	60	363	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_PELUB	DAPE_PELUB	384	Peptidase_M20	-	207	1.9e-39	140.4	0.0	1	1	4.6e-42	2.4e-39	140.08952331543	0.00	1	207	69	382	69	382	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_XYLFM	DAPE_XYLFM	377	Peptidase_M20	-	207	1.9e-39	140.4	0.0	1	1	4.7e-42	2.4e-39	140.064346313477	0.02	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
HYUC_RHIML	HYUC_RHIML	416	Peptidase_M20	-	207	2.0e-39	140.4	0.5	1	1	4.9e-42	2.5e-39	140.008438110352	0.48	2	206	84	409	83	410	0.94	N-carbamoyl-L-amino-acid hydrolase		0
DAPE_PSEA7	DAPE_PSEA7	383	Peptidase_M20	-	207	2.0e-39	140.3	0.1	1	1	4.8e-42	2.5e-39	140.033325195312	0.13	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_POLAQ	DAPE_POLAQ	383	Peptidase_M20	-	207	2.4e-39	140.1	0.0	1	1	6.0e-42	3.1e-39	139.710952758789	0.02	1	206	70	379	70	380	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_NITSB	DAPE_NITSB	364	Peptidase_M20	-	207	3.0e-39	139.8	0.1	1	1	6.8e-42	3.5e-39	139.53141784668	0.14	1	206	60	362	60	363	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_BLOFL	DAPE_BLOFL	384	Peptidase_M20	-	207	3.3e-39	139.7	0.0	1	1	7.4e-42	3.8e-39	139.420425415039	0.00	1	206	67	380	67	381	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_WOLTR	DAPE_WOLTR	401	Peptidase_M20	-	207	4.7e-39	139.1	0.0	1	1	1.1e-41	5.7e-39	138.850784301758	0.01	1	206	67	375	67	376	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_GLUOX	DAPE_GLUOX	381	Peptidase_M20	-	207	4.8e-39	139.1	0.1	1	1	1.2e-41	6.4e-39	138.69677734375	0.14	1	206	72	377	72	378	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_STAAR	DAPE_STAAR	407	Peptidase_M20	-	207	5.0e-39	139.0	0.0	1	1	1.3e-41	6.5e-39	138.673797607422	0.01	1	204	68	399	68	402	0.93	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_PSEMY	DAPE_PSEMY	380	Peptidase_M20	-	207	5.1e-39	139.0	0.0	1	1	1.2e-41	6.2e-39	138.741561889648	0.03	1	206	66	376	66	377	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICTY	DAPE_RICTY	383	Peptidase_M20	-	207	5.5e-39	138.9	0.0	1	1	1.3e-41	7.0e-39	138.574951171875	0.00	2	206	66	380	65	381	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMJ8	DAPE_CAMJ8	365	Peptidase_M20	-	207	5.9e-39	138.8	0.0	1	1	1.4e-41	7.1e-39	138.551651000977	0.02	1	207	61	364	61	364	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_BARBK	DAPE_BARBK	390	Peptidase_M20	-	207	6.4e-39	138.7	0.0	1	1	2.7e-41	1.4e-38	137.579116821289	0.00	1	205	70	385	70	387	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_METSB	DAPE_METSB	388	Peptidase_M20	-	207	6.9e-39	138.6	0.1	1	1	2.0e-41	1.0e-38	138.001052856445	0.10	2	206	72	384	71	385	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_XYLFA	DAPE_XYLFA	377	Peptidase_M20	-	207	7.4e-39	138.5	0.0	1	1	1.8e-41	9.5e-39	138.126983642578	0.02	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_STRM5	DAPE_STRM5	375	Peptidase_M20	-	207	8.5e-39	138.3	0.1	1	1	2.0e-41	1.1e-38	137.980117797852	0.07	2	206	63	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANOR	DAPE_XANOR	376	Peptidase_M20	-	207	1.0e-38	138.0	0.0	1	1	2.5e-41	1.3e-38	137.716064453125	0.04	2	206	63	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANOM	DAPE_XANOM	376	Peptidase_M20	-	207	1.0e-38	138.0	0.0	1	1	2.5e-41	1.3e-38	137.716064453125	0.04	2	206	63	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSE14	DAPE_PSE14	383	Peptidase_M20	-	207	1.1e-38	137.9	0.1	1	1	2.6e-41	1.3e-38	137.649169921875	0.14	1	206	69	379	69	380	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_STAAN	DAPE_STAAN	407	Peptidase_M20	-	207	1.1e-38	137.9	0.0	1	1	2.9e-41	1.5e-38	137.505310058594	0.02	1	204	68	399	68	402	0.93	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_STAAW	DAPE_STAAW	407	Peptidase_M20	-	207	1.1e-38	137.9	0.0	1	1	2.9e-41	1.5e-38	137.494644165039	0.01	1	204	68	399	68	402	0.93	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_STAAS	DAPE_STAAS	407	Peptidase_M20	-	207	1.1e-38	137.9	0.0	1	1	2.9e-41	1.5e-38	137.494644165039	0.01	1	204	68	399	68	402	0.93	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_PSEU2	DAPE_PSEU2	383	Peptidase_M20	-	207	1.1e-38	137.9	0.1	1	1	2.7e-41	1.4e-38	137.596527099609	0.12	1	206	69	379	69	380	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_JANSC	DAPE_JANSC	388	Peptidase_M20	-	207	1.3e-38	137.7	0.5	1	1	3.0e-41	1.6e-38	137.437973022461	0.46	2	206	73	383	72	384	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_XYLFT	DAPE_XYLFT	377	Peptidase_M20	-	207	1.3e-38	137.7	0.0	1	1	3.0e-41	1.5e-38	137.448028564453	0.01	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_XYLF2	DAPE_XYLF2	377	Peptidase_M20	-	207	1.3e-38	137.7	0.0	1	1	3.0e-41	1.5e-38	137.448028564453	0.01	2	206	63	371	62	372	0.96	Succinyl-diaminopimelate desuccinylase		0
DAPE_XANOP	DAPE_XANOP	376	Peptidase_M20	-	207	1.4e-38	137.6	0.0	1	1	3.3e-41	1.7e-38	137.283554077148	0.04	2	206	63	371	62	372	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEF5	DAPE_PSEF5	383	Peptidase_M20	-	207	1.5e-38	137.5	0.1	1	1	3.4e-41	1.8e-38	137.238555908203	0.11	1	205	69	378	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICPR	DAPE_RICPR	383	Peptidase_M20	-	207	1.5e-38	137.5	0.0	1	1	3.6e-41	1.9e-38	137.183502197266	0.00	2	205	66	379	65	381	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_BUCBP	DAPE_BUCBP	377	Peptidase_M20	-	207	1.9e-38	137.2	0.0	1	1	4.3e-41	2.2e-38	136.939239501953	0.00	1	206	63	372	63	373	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BUCCC	DAPE_BUCCC	376	Peptidase_M20	-	207	2.0e-38	137.0	0.0	1	1	4.6e-41	2.4e-38	136.82048034668	0.00	2	206	63	372	62	373	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSESM	DAPE_PSESM	383	Peptidase_M20	-	207	2.1e-38	137.0	0.1	1	1	4.8e-41	2.5e-38	136.757659912109	0.10	1	206	69	379	69	380	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOS4	DAPE_RHOS4	380	Peptidase_M20	-	207	2.7e-38	136.6	0.4	1	1	7.4e-41	3.8e-38	136.154571533203	0.43	2	206	66	376	65	377	0.93	Succinyl-diaminopimelate desuccinylase		0
YODQ_BACSU	YODQ_BACSU	436	Peptidase_M20	-	207	3.3e-38	136.4	0.1	1	1	8.8e-41	4.5e-38	135.911575317383	0.08	1	206	99	417	99	418	0.88	Uncharacterized metallohydrolase YodQ		0
DAPE_WIGBR	DAPE_WIGBR	376	Peptidase_M20	-	207	3.4e-38	136.3	0.0	1	1	7.7e-41	4.0e-38	136.089782714844	0.00	1	206	60	370	60	371	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_STAES	DAPE_STAES	405	Peptidase_M20	-	207	3.5e-38	136.3	0.5	1	1	8.6e-41	4.4e-38	135.94645690918	0.47	2	205	69	399	68	401	0.92	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_EHRCR	DAPE_EHRCR	381	Peptidase_M20	-	207	3.6e-38	136.3	0.0	1	1	9.3e-41	4.8e-38	135.833480834961	0.01	1	207	67	375	67	375	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_METS4	DAPE_METS4	396	Peptidase_M20	-	207	3.8e-38	136.2	0.1	1	1	1.2e-40	6.1e-38	135.485610961914	0.06	1	206	70	383	70	384	0.91	Succinyl-diaminopimelate desuccinylase		0
DAPE_PHEZH	DAPE_PHEZH	380	Peptidase_M20	-	207	4.9e-38	135.8	1.1	1	1	1.4e-40	7.1e-38	135.279159545898	1.11	1	206	65	376	65	377	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEE4	DAPE_PSEE4	383	Peptidase_M20	-	207	5.3e-38	135.7	0.0	1	1	1.3e-40	6.5e-38	135.408981323242	0.04	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOS1	DAPE_RHOS1	380	Peptidase_M20	-	207	5.3e-38	135.7	0.5	1	1	1.5e-40	7.5e-38	135.197387695312	0.54	2	206	66	376	65	377	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICCK	DAPE_RICCK	384	Peptidase_M20	-	207	5.4e-38	135.7	0.0	1	1	1.2e-40	6.4e-38	135.417602539062	0.00	2	206	66	378	65	379	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_METNO	DAPE_METNO	396	Peptidase_M20	-	207	5.9e-38	135.5	0.1	1	1	1.8e-40	9.2e-38	134.915176391602	0.10	1	206	70	383	70	384	0.91	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOS5	DAPE_RHOS5	380	Peptidase_M20	-	207	7.2e-38	135.3	0.4	1	1	1.8e-40	9.5e-38	134.868209838867	0.40	2	206	66	376	65	377	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEP1	DAPE_PSEP1	383	Peptidase_M20	-	207	7.4e-38	135.2	0.0	1	1	1.8e-40	9.2e-38	134.908935546875	0.04	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEPK	DAPE_PSEPK	383	Peptidase_M20	-	207	7.4e-38	135.2	0.0	1	1	1.8e-40	9.2e-38	134.908935546875	0.04	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOP2	DAPE_RHOP2	389	Peptidase_M20	-	207	7.8e-38	135.1	0.1	1	1	4.6e-40	2.4e-37	133.558578491211	0.05	1	206	68	385	68	386	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_EHRCJ	DAPE_EHRCJ	380	Peptidase_M20	-	207	8.8e-38	135.0	0.0	1	1	2.5e-40	1.3e-37	134.431274414062	0.00	1	206	67	374	67	375	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_STAEQ	DAPE_STAEQ	405	Peptidase_M20	-	207	9.9e-38	134.8	0.5	1	1	2.5e-40	1.3e-37	134.449142456055	0.48	2	205	69	399	68	401	0.92	Probable succinyl-diaminopimelate desuccinylase		0
DAPE_PSEPG	DAPE_PSEPG	383	Peptidase_M20	-	207	1.0e-37	134.8	0.0	1	1	2.4e-40	1.3e-37	134.471252441406	0.04	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICBR	DAPE_RICBR	391	Peptidase_M20	-	207	1.2e-37	134.6	0.0	1	1	2.8e-40	1.4e-37	134.273544311523	0.01	2	206	64	376	63	377	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOPB	DAPE_RHOPB	392	Peptidase_M20	-	207	1.2e-37	134.5	0.4	1	1	3.9e-40	2.0e-37	133.810455322266	0.22	1	206	71	388	71	389	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_RHOSK	DAPE_RHOSK	380	Peptidase_M20	-	207	1.2e-37	134.5	0.5	1	1	3.4e-40	1.8e-37	133.994766235352	0.48	2	206	66	376	65	377	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMLR	DAPE_CAMLR	366	Peptidase_M20	-	207	1.3e-37	134.4	0.0	1	1	3.0e-40	1.6e-37	134.150039672852	0.01	1	207	61	364	61	364	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMJJ	DAPE_CAMJJ	365	Peptidase_M20	-	207	1.3e-37	134.4	0.0	1	1	3.1e-40	1.6e-37	134.126647949219	0.03	1	207	61	364	61	364	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_NITHX	DAPE_NITHX	389	Peptidase_M20	-	207	1.4e-37	134.3	0.1	1	1	5.9e-40	3.1e-37	133.211959838867	0.09	1	206	68	385	68	386	0.91	Succinyl-diaminopimelate desuccinylase		0
DAPE_ROSDO	DAPE_ROSDO	381	Peptidase_M20	-	207	1.5e-37	134.2	0.1	1	1	3.5e-40	1.8e-37	133.950317382812	0.13	2	206	67	377	66	378	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_NITWN	DAPE_NITWN	389	Peptidase_M20	-	207	1.6e-37	134.2	0.1	1	1	4.1e-40	2.1e-37	133.722686767578	0.06	1	206	68	385	68	386	0.91	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICFE	DAPE_RICFE	381	Peptidase_M20	-	207	1.6e-37	134.1	0.0	1	1	4.0e-40	2.1e-37	133.772964477539	0.01	2	206	66	378	65	379	0.92	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICB8	DAPE_RICB8	391	Peptidase_M20	-	207	1.7e-37	134.1	0.0	1	1	4.1e-40	2.1e-37	133.728805541992	0.01	2	206	64	376	63	377	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSESY	DAPE_PSESY	378	Peptidase_M20	-	207	2.2e-37	133.7	0.0	1	1	5.2e-40	2.7e-37	133.402130126953	0.04	1	205	64	373	64	375	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE_BUCAT	DAPE_BUCAT	375	Peptidase_M20	-	207	2.4e-37	133.5	0.0	1	1	5.5e-40	2.9e-37	133.299118041992	0.00	2	206	63	371	62	372	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_BUCA5	DAPE_BUCA5	375	Peptidase_M20	-	207	2.4e-37	133.5	0.0	1	1	5.5e-40	2.9e-37	133.299118041992	0.00	2	206	63	371	62	372	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMJE	DAPE_CAMJE	365	Peptidase_M20	-	207	2.5e-37	133.5	0.0	1	1	5.7e-40	3.0e-37	133.25080871582	0.03	1	207	61	364	61	364	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_RUEPO	DAPE_RUEPO	380	Peptidase_M20	-	207	2.6e-37	133.5	0.8	1	1	6.2e-40	3.2e-37	133.142501831055	0.84	2	206	66	376	65	377	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_BUCAI	DAPE_BUCAI	375	Peptidase_M20	-	207	3.1e-37	133.2	0.0	1	1	7.1e-40	3.7e-37	132.94075012207	0.00	2	206	63	371	62	372	0.94	Succinyl-diaminopimelate desuccinylase		0
DAPE_RICAH	DAPE_RICAH	381	Peptidase_M20	-	207	3.3e-37	133.1	0.0	1	1	7.9e-40	4.1e-37	132.793212890625	0.01	2	205	66	377	65	379	0.91	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEPW	DAPE_PSEPW	383	Peptidase_M20	-	207	3.9e-37	132.9	0.0	1	1	9.5e-40	4.9e-37	132.537994384766	0.04	1	206	69	379	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE2_SHELP	DAPE2_SHELP	377	Peptidase_M20	-	207	4.0e-37	132.8	0.0	1	1	9.7e-40	5.0e-37	132.500335693359	0.01	1	206	58	373	58	374	0.95	Succinyl-diaminopimelate desuccinylase 2		0
DAPE_SULDN	DAPE_SULDN	365	Peptidase_M20	-	207	4.1e-37	132.8	0.0	1	1	9.6e-40	5.0e-37	132.514755249023	0.03	1	206	60	362	60	363	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_PSEPF	DAPE_PSEPF	383	Peptidase_M20	-	207	4.5e-37	132.7	0.2	1	1	1.1e-39	5.6e-37	132.359008789062	0.19	1	205	69	378	69	380	0.95	Succinyl-diaminopimelate desuccinylase		0
DAPE1_RUEST	DAPE1_RUEST	381	Peptidase_M20	-	207	4.8e-37	132.6	0.9	1	1	1.1e-39	5.7e-37	132.32373046875	0.92	2	206	67	377	66	378	0.93	Succinyl-diaminopimelate desuccinylase 1		0
DAPE_RHORT	DAPE_RHORT	392	Peptidase_M20	-	207	8.2e-37	131.8	0.0	1	1	2.4e-39	1.2e-36	131.235305786133	0.02	2	205	68	384	67	386	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE_CAMJR	DAPE_CAMJR	365	Peptidase_M20	-	207	9.6e-37	131.6	0.0	1	1	2.2e-39	1.1e-36	131.333099365234	0.03	1	207	61	364	61	364	0.93	Succinyl-diaminopimelate desuccinylase		0
DAPE2_RUEST	DAPE2_RUEST	395	Peptidase_M20	-	207	9.6e-37	131.6	0.1	1	1	2.3e-39	1.2e-36	131.271575927734	0.12	2	206	76	386	75	387	0.94	Succinyl-diaminopimelate desuccinylase 2		0
